Job_ID,Skills,Years_of_Experience,Predicted_Job_Title,Company_Name,Company_Location,Industry,Salary (USD),Education_Level
JOB0446,"SQL, Django, Data Analysis, Java, CSS, AWS",12,Business Intelligence Analyst,Cognizant,New York,E-commerce,185000,BTech
JOB0447,"Django, Kubernetes, Java, SQL, Machine Learning",9,Data Engineer,Amazon,Boston,E-commerce,159000,"Masters, BTech"
JOB0448,"CSS, Node.js, AWS, JavaScript",10,Data Engineer,Capgemini,Berlin,E-commerce,185000,Diploma
JOB0449,"Data Analysis, C++, AWS",2,Full Stack Developer,Google,Chicago,Telecom,79000,"BTech, Masters"
JOB0450,"CSS, Data Analysis, Power BI, Excel",9,Full Stack Developer,Amazon,Berlin,IT,196000,"Masters, BTech"
JOB0451,"SQL, Machine Learning, Django, Python, AWS",11,AI Engineer,Microsoft,San Francisco,E-commerce,175000,Diploma
JOB0452,"Machine Learning, Flask, C++, AWS",12,Senior Software Engineer,Capgemini,London,Healthcare,176000,Diploma
JOB0453,"AWS, Java, Docker, CSS, SQL, Excel",7,Business Intelligence Analyst,Google,Seattle,IT,138000,BTech
JOB0454,"Power BI, Kubernetes, Excel, C++, React",3,Full Stack Developer,Facebook,San Francisco,Finance,83000,BTech
JOB0455,"Flask, Node.js, Tableau, JavaScript, HTML",7,Senior Software Engineer,Capgemini,New York,Finance,149000,Diploma
JOB0456,"C++, React, Tableau, Java, Node.js",9,Business Intelligence Analyst,Accenture,New York,IT,183000,"BTech, Masters"
JOB0457,"Java, Python, Kubernetes, Docker, Flask",5,AI Engineer,Cognizant,Berlin,E-commerce,140000,Diploma
JOB0458,"SQL, Kubernetes, Django, Java, Machine Learning, C++",3,Full Stack Developer,Accenture,Boston,Finance,103000,Diploma
JOB0459,"Java, SQL, Power BI, React, HTML, Data Analysis",8,Full Stack Developer,Facebook,San Francisco,Education,192000,"BTech, Masters"
JOB0460,"Java, Django, AWS, Node.js, React, JavaScript",8,Full Stack Developer,Accenture,San Francisco,Telecom,195000,"BTech, Masters"
JOB0461,"Data Analysis, Python, React, Kubernetes, HTML, JavaScript",1,Senior Software Engineer,Infosys,Chicago,Healthcare,75000,BTech
JOB0462,"React, Django, CSS, SQL",12,Full Stack Developer,Google,Austin,Finance,168000,BTech
JOB0463,"Kubernetes, Excel, AWS, CSS",9,Senior Web Developer,Google,Seattle,Education,176000,BTech
JOB0464,"AWS, Machine Learning, Python",13,Lead DevOps Engineer,Cognizant,New York,Finance,152000,"BTech, Masters"
JOB0465,"Flask, Python, Power BI, Tableau",4,AI Engineer,Amazon,New York,Healthcare,88000,"Masters, BTech"
JOB0466,"Kubernetes, Data Analysis, Excel, Node.js, Docker, Tableau",5,Senior Web Developer,Google,Berlin,Healthcare,115000,BTech
JOB0467,"CSS, Node.js, AWS, JavaScript, HTML, Power BI",11,Senior Web Developer,Accenture,London,Healthcare,170000,"Masters, BTech"
JOB0468,"Docker, AWS, Kubernetes",3,Senior Web Developer,Amazon,Chicago,Education,108000,Diploma
JOB0469,"Excel, SQL, AWS, Power BI, JavaScript",3,Senior Web Developer,Cognizant,Seattle,Healthcare,94000,Diploma
JOB0470,"Java, Data Analysis, CSS, Python, Node.js, SQL",2,Business Intelligence Analyst,Cognizant,Berlin,IT,101000,"BTech, Masters"
JOB0471,"JavaScript, React, Tableau",2,Lead DevOps Engineer,Microsoft,New York,Education,78000,"BTech, Masters"
JOB0472,"AWS, HTML, Django, CSS",4,Lead DevOps Engineer,Amazon,Austin,E-commerce,83000,"BTech, Masters"
JOB0473,"CSS, JavaScript, Python, C++, Java, SQL",9,AI Engineer,Capgemini,San Francisco,E-commerce,168000,"BTech, Masters"
JOB0474,"Excel, C++, Flask, JavaScript, HTML",10,Full Stack Developer,IBM,New York,E-commerce,196000,BTech
JOB0475,"AWS, CSS, Java",10,Full Stack Developer,Google,San Francisco,IT,155000,"Masters, BTech"
JOB0476,"Flask, Excel, Python, Data Analysis, Node.js",4,Business Intelligence Analyst,Infosys,New York,IT,86000,BTech
JOB0477,"JavaScript, React, Python, Flask, Django, Node.js",8,Technical Lead,Infosys,Berlin,Finance,163000,"BTech, Masters"
JOB0478,"SQL, CSS, JavaScript, Kubernetes, Django, Power BI",15,AI Engineer,IBM,Berlin,E-commerce,160000,Diploma
JOB0479,"Data Analysis, Tableau, Django, Python, CSS, AWS",4,AI Engineer,Accenture,New York,IT,109000,Diploma
JOB0480,"SQL, JavaScript, Tableau, Data Analysis, Node.js",12,Lead DevOps Engineer,Accenture,New York,IT,182000,Diploma
JOB0481,"Excel, AWS, Node.js, SQL, C++",4,Full Stack Developer,Infosys,Austin,E-commerce,108000,"BTech, Masters"
JOB0482,"Docker, Data Analysis, Django, HTML",3,AI Engineer,Cognizant,Seattle,IT,91000,Diploma
JOB0483,"Data Analysis, SQL, Node.js, React",1,Business Intelligence Analyst,Capgemini,Austin,Telecom,73000,BTech
JOB0484,"Flask, Kubernetes, AWS",8,Senior Web Developer,Amazon,Berlin,Healthcare,167000,BTech
JOB0485,"Machine Learning, Flask, HTML, SQL, Power BI, Docker",6,Data Engineer,Cognizant,San Francisco,E-commerce,130000,"Masters, BTech"
JOB0486,"SQL, Java, Docker, C++",4,Data Engineer,Google,New York,Education,89000,BTech
JOB0487,"Machine Learning, Power BI, Docker, SQL, JavaScript, AWS",2,Full Stack Developer,Capgemini,Seattle,Finance,64000,"Masters, BTech"
JOB0488,"Java, Node.js, CSS, Python",2,Lead DevOps Engineer,Google,New York,Finance,75000,Diploma
JOB0489,"C++, Machine Learning, Java, Power BI, JavaScript, Python",8,AI Engineer,Accenture,Berlin,Healthcare,180000,"Masters, BTech"
JOB0490,"Machine Learning, Kubernetes, HTML, Tableau",8,Senior Web Developer,Microsoft,Chicago,Education,163000,"Masters, BTech"
JOB0491,"Django, Excel, Kubernetes, Node.js, Flask, Power BI",12,Lead DevOps Engineer,Facebook,Austin,Education,158000,"BTech, Masters"
JOB0492,"AWS, C++, Django, Java, Flask, JavaScript",5,Lead DevOps Engineer,Google,New York,Education,116000,"BTech, Masters"
JOB0493,"Python, C++, Tableau, CSS, JavaScript, Excel",9,Senior Software Engineer,Microsoft,Berlin,Finance,194000,Diploma
JOB0494,"Power BI, Node.js, Kubernetes, C++, HTML",2,Business Intelligence Analyst,Facebook,London,Healthcare,72000,"BTech, Masters"
JOB0495,"Excel, Machine Learning, C++, React, Python",10,Technical Lead,Infosys,Seattle,Education,173000,BTech
JOB0496,"Django, Data Analysis, CSS, React",9,Business Intelligence Analyst,Accenture,London,Finance,197000,Diploma
JOB0497,"HTML, Java, JavaScript, Machine Learning, Docker",5,Lead DevOps Engineer,Google,San Francisco,Finance,134000,"BTech, Masters"
JOB0498,"Tableau, Excel, AWS, Machine Learning",3,Senior Software Engineer,Capgemini,Austin,E-commerce,88000,"Masters, BTech"
JOB0499,"Machine Learning, CSS, SQL, Excel, Docker",15,Senior Web Developer,Accenture,Seattle,IT,157000,"BTech, Masters"
JOB0500,"Java, Python, AWS, CSS",3,Lead DevOps Engineer,Infosys,San Francisco,Healthcare,85000,Diploma
JOB0501,"Kubernetes, Excel, Node.js, JavaScript",11,Technical Lead,Capgemini,New York,Healthcare,154000,BTech
JOB0502,"CSS, AWS, Docker, Node.js, Tableau, Django",5,Full Stack Developer,Accenture,Boston,Education,131000,"BTech, Masters"
JOB0503,"Tableau, Node.js, HTML, Excel",10,Lead DevOps Engineer,Microsoft,Austin,Finance,177000,BTech
JOB0504,"Django, JavaScript, Data Analysis, Node.js, Kubernetes, Java",5,Senior Software Engineer,Facebook,New York,Telecom,134000,BTech
JOB0505,"Power BI, Flask, Python",8,Lead DevOps Engineer,Amazon,San Francisco,E-commerce,157000,"Masters, BTech"
JOB0506,"Node.js, C++, Docker, AWS",1,AI Engineer,Accenture,Berlin,Telecom,66000,BTech
JOB0507,"CSS, React, Flask, SQL, HTML, AWS",14,Business Intelligence Analyst,Google,New York,Finance,174000,BTech
JOB0508,"Node.js, Tableau, HTML",10,Senior Web Developer,Microsoft,Boston,Finance,166000,"Masters, BTech"
JOB0509,"Node.js, HTML, Django, SQL, CSS",3,Technical Lead,IBM,San Francisco,Finance,90000,"Masters, BTech"
JOB0510,"Node.js, Excel, CSS, Power BI, C++",2,Senior Software Engineer,Cognizant,Austin,Finance,89000,Diploma
JOB0511,"Flask, AWS, React, Django, Tableau",10,Full Stack Developer,Accenture,Austin,Telecom,165000,Diploma
JOB0512,"SQL, Python, AWS, Django, Data Analysis, CSS",2,Business Intelligence Analyst,Accenture,Austin,E-commerce,61000,BTech
JOB0513,"Node.js, AWS, Machine Learning",3,Full Stack Developer,Accenture,Seattle,IT,102000,"BTech, Masters"
JOB0514,"Excel, Node.js, Java, JavaScript, Machine Learning, AWS",7,Lead DevOps Engineer,Accenture,Seattle,Finance,115000,Diploma
JOB0515,"C++, Flask, JavaScript",9,Technical Lead,Amazon,New York,Finance,166000,"BTech, Masters"
JOB0516,"Kubernetes, Tableau, CSS",1,Senior Software Engineer,IBM,Seattle,Finance,77000,"BTech, Masters"
JOB0517,"Data Analysis, Django, Flask",2,Technical Lead,Cognizant,New York,Healthcare,73000,"Masters, BTech"
JOB0518,"AWS, HTML, Docker, SQL, Excel",2,Data Engineer,IBM,Boston,Finance,89000,Diploma
JOB0519,"Tableau, Node.js, AWS",6,Full Stack Developer,Accenture,Berlin,IT,134000,"Masters, BTech"
JOB0520,"JavaScript, Java, Docker",2,Lead DevOps Engineer,Microsoft,New York,Healthcare,94000,"BTech, Masters"
